,audio_filename,filename,id,modality,vocal_channel,emotion,emotion_string,emotional,emotional_string,statement,repetition,speaker,gender,start,end,channels,Anger,Happiness,Sadness,Neutral state
1025,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-01-02-14.wav,03-01-03-02-01-02-14,RAVDESS_1025,03,01,03,happy,02,strong,01,02,14,F,0,3.737097505668934,,0,1,0,0
1026,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-02-01-14.wav,03-01-05-01-02-01-14,RAVDESS_1026,03,01,05,angry,01,normal,02,01,14,F,0,3.737097505668934,,1,0,0,0
1028,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-01-01-14.wav,03-01-03-01-01-01-14,RAVDESS_1028,03,01,03,happy,01,normal,01,01,14,F,0,3.703718820861678,,0,1,0,0
1032,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-02-01-14.wav,03-01-05-02-02-01-14,RAVDESS_1032,03,01,05,angry,02,strong,02,01,14,F,0,4.170839002267574,,1,0,0,0
1033,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-02-02-14.wav,03-01-05-02-02-02-14,RAVDESS_1033,03,01,05,angry,02,strong,02,02,14,F,0,4.404444444444445,,1,0,0,0
1034,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-01-02-14.wav,03-01-05-01-01-02-14,RAVDESS_1034,03,01,05,angry,01,normal,01,02,14,F,0,3.703718820861678,,1,0,0,0
1037,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-01-02-14.wav,03-01-05-02-01-02-14,RAVDESS_1037,03,01,05,angry,02,strong,01,02,14,F,0,4.3710657596371885,,1,0,0,0
1038,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-02-02-14.wav,03-01-03-02-02-02-14,RAVDESS_1038,03,01,03,happy,02,strong,02,02,14,F,0,3.737097505668934,,0,1,0,0
1039,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-02-01-14.wav,03-01-04-01-02-01-14,RAVDESS_1039,03,01,04,sad,01,normal,02,01,14,F,0,3.603628117913832,,0,0,1,0
1041,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-02-01-14.wav,03-01-01-01-02-01-14,RAVDESS_1041,03,01,01,neutral,01,normal,02,01,14,F,0,3.47015873015873,,0,0,0,1
1042,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-02-01-14.wav,03-01-03-02-02-01-14,RAVDESS_1042,03,01,03,happy,02,strong,02,01,14,F,0,3.83718820861678,,0,1,0,0
1043,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-02-02-14.wav,03-01-04-02-02-02-14,RAVDESS_1043,03,01,04,sad,02,strong,02,02,14,F,0,3.9039455782312924,,0,0,1,0
1045,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-02-02-14.wav,03-01-04-01-02-02-14,RAVDESS_1045,03,01,04,sad,01,normal,02,02,14,F,0,3.5369160997732427,,0,0,1,0
1049,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-01-01-14.wav,03-01-05-02-01-01-14,RAVDESS_1049,03,01,05,angry,02,strong,01,01,14,F,0,4.270975056689342,,1,0,0,0
1050,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-01-02-14.wav,03-01-04-02-01-02-14,RAVDESS_1050,03,01,04,sad,02,strong,01,02,14,F,0,3.670340136054422,,0,0,1,0
1053,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-01-02-14.wav,03-01-01-01-01-02-14,RAVDESS_1053,03,01,01,neutral,01,normal,01,02,14,F,0,3.336689342403628,,0,0,0,1
1054,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-02-02-14.wav,03-01-01-01-02-02-14,RAVDESS_1054,03,01,01,neutral,01,normal,02,02,14,F,0,3.570249433106576,,0,0,0,1
1055,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-02-02-14.wav,03-01-03-01-02-02-14,RAVDESS_1055,03,01,03,happy,01,normal,02,02,14,F,0,3.47015873015873,,0,1,0,0
1056,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-01-02-14.wav,03-01-04-01-01-02-14,RAVDESS_1056,03,01,04,sad,01,normal,01,02,14,F,0,3.603628117913832,,0,0,1,0
1058,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-02-02-14.wav,03-01-05-01-02-02-14,RAVDESS_1058,03,01,05,angry,01,normal,02,02,14,F,0,3.9039455782312924,,1,0,0,0
1061,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-01-01-14.wav,03-01-04-02-01-01-14,RAVDESS_1061,03,01,04,sad,02,strong,01,01,14,F,0,3.8705215419501133,,0,0,1,0
1067,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-02-01-14.wav,03-01-03-01-02-01-14,RAVDESS_1067,03,01,03,happy,01,normal,02,01,14,F,0,3.4034013605442177,,0,1,0,0
1071,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-01-01-14.wav,03-01-03-02-01-01-14,RAVDESS_1071,03,01,03,happy,02,strong,01,01,14,F,0,3.7704308390022674,,0,1,0,0
1073,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-01-01-14.wav,03-01-05-01-01-01-14,RAVDESS_1073,03,01,05,angry,01,normal,01,01,14,F,0,3.603628117913832,,1,0,0,0
1074,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-01-01-14.wav,03-01-04-01-01-01-14,RAVDESS_1074,03,01,04,sad,01,normal,01,01,14,F,0,3.737097505668934,,0,0,1,0
1080,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-02-02.wav,03-01-04-01-02-02-02,RAVDESS_1080,03,01,04,sad,01,normal,02,02,02,F,0,3.7704761904761903,,0,0,1,0
1081,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-02-02.wav,03-01-05-02-01-02-02,RAVDESS_1081,03,01,05,angry,02,strong,01,02,02,F,0,4.004036281179138,,1,0,0,0
1083,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-02-02.wav,03-01-04-02-02-02-02,RAVDESS_1083,03,01,04,sad,02,strong,02,02,02,F,0,3.670340136054422,,0,0,1,0
1084,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-02-02.wav,03-01-03-01-02-02-02,RAVDESS_1084,03,01,03,happy,01,normal,02,02,02,F,0,3.737097505668934,,0,1,0,0
1085,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-02-02.wav,03-01-03-01-01-02-02,RAVDESS_1085,03,01,03,happy,01,normal,01,02,02,F,0,3.703718820861678,,0,1,0,0
1087,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-01-02.wav,03-01-05-01-02-01-02,RAVDESS_1087,03,01,05,angry,01,normal,02,01,02,F,0,3.7704308390022674,,1,0,0,0
1088,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav,03-01-01-01-01-02-02,RAVDESS_1088,03,01,01,neutral,01,normal,01,02,02,F,0,3.603628117913832,,0,0,0,1
1089,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-01-02.wav,03-01-03-01-01-01-02,RAVDESS_1089,03,01,03,happy,01,normal,01,01,02,F,0,3.603628117913832,,0,1,0,0
1090,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-01-02.wav,03-01-05-02-01-01-02,RAVDESS_1090,03,01,05,angry,02,strong,01,01,02,F,0,3.9039455782312924,,1,0,0,0
1092,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-01-02.wav,03-01-03-01-02-01-02,RAVDESS_1092,03,01,03,happy,01,normal,02,01,02,F,0,3.7704761904761903,,0,1,0,0
1094,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-01-02.wav,03-01-04-01-02-01-02,RAVDESS_1094,03,01,04,sad,01,normal,02,01,02,F,0,3.737097505668934,,0,0,1,0
1095,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-02-02.wav,03-01-03-02-01-02-02,RAVDESS_1095,03,01,03,happy,02,strong,01,02,02,F,0,3.670340136054422,,0,1,0,0
1099,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav,03-01-01-01-02-02-02,RAVDESS_1099,03,01,01,neutral,01,normal,02,02,02,F,0,3.603628117913832,,0,0,0,1
1101,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-02-02.wav,03-01-03-02-02-02-02,RAVDESS_1101,03,01,03,happy,02,strong,02,02,02,F,0,3.8705215419501133,,0,1,0,0
1102,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-01-02.wav,03-01-05-02-02-01-02,RAVDESS_1102,03,01,05,angry,02,strong,02,01,02,F,0,4.004036281179138,,1,0,0,0
1104,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-01-02.wav,03-01-04-02-01-01-02,RAVDESS_1104,03,01,04,sad,02,strong,01,01,02,F,0,3.737097505668934,,0,0,1,0
1106,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-01-02.wav,03-01-05-01-01-01-02,RAVDESS_1106,03,01,05,angry,01,normal,01,01,02,F,0,3.670340136054422,,1,0,0,0
1107,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-02-02.wav,03-01-04-01-01-02-02,RAVDESS_1107,03,01,04,sad,01,normal,01,02,02,F,0,3.7704761904761903,,0,0,1,0
1109,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav,03-01-01-01-01-01-02,RAVDESS_1109,03,01,01,neutral,01,normal,01,01,02,F,0,3.6369614512471657,,0,0,0,1
1113,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-02-02.wav,03-01-05-01-01-02-02,RAVDESS_1113,03,01,05,angry,01,normal,01,02,02,F,0,3.670340136054422,,1,0,0,0
1116,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-02-02.wav,03-01-05-01-02-02-02,RAVDESS_1116,03,01,05,angry,01,normal,02,02,02,F,0,3.803809523809524,,1,0,0,0
1119,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-02-02.wav,03-01-05-02-02-02-02,RAVDESS_1119,03,01,05,angry,02,strong,02,02,02,F,0,4.004036281179138,,1,0,0,0
1121,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-01-02.wav,03-01-04-02-02-01-02,RAVDESS_1121,03,01,04,sad,02,strong,02,01,02,F,0,3.703718820861678,,0,0,1,0
1123,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-01-02.wav,03-01-03-02-02-01-02,RAVDESS_1123,03,01,03,happy,02,strong,02,01,02,F,0,3.703718820861678,,0,1,0,0
1129,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-01-02.wav,03-01-03-02-01-01-02,RAVDESS_1129,03,01,03,happy,02,strong,01,01,02,F,0,3.703718820861678,,0,1,0,0
1130,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-01-02.wav,03-01-04-01-01-01-02,RAVDESS_1130,03,01,04,sad,01,normal,01,01,02,F,0,3.83718820861678,,0,0,1,0
1134,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-01-02.wav,03-01-01-01-02-01-02,RAVDESS_1134,03,01,01,neutral,01,normal,02,01,02,F,0,3.7704308390022674,,0,0,0,1
1137,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-02-02.wav,03-01-04-02-01-02-02,RAVDESS_1137,03,01,04,sad,02,strong,01,02,02,F,0,3.7704308390022674,,0,0,1,0
1141,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-05-01-01-02-24.wav,03-01-05-01-01-02-24,RAVDESS_1141,03,01,05,angry,01,normal,01,02,24,F,0,3.737097505668934,,1,0,0,0
1142,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-05-02-01-01-24.wav,03-01-05-02-01-01-24,RAVDESS_1142,03,01,05,angry,02,strong,01,01,24,F,0,4.3710657596371885,,1,0,0,0
1146,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-01-01-01-01-24.wav,03-01-01-01-01-01-24,RAVDESS_1146,03,01,01,neutral,01,normal,01,01,24,F,0,3.703718820861678,,0,0,0,1
1147,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-04-02-02-01-24.wav,03-01-04-02-02-01-24,RAVDESS_1147,03,01,04,sad,02,strong,02,01,24,F,0,4.20421768707483,,0,0,1,0
1148,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-04-02-01-01-24.wav,03-01-04-02-01-01-24,RAVDESS_1148,03,01,04,sad,02,strong,01,01,24,F,0,4.404399092970522,,0,0,1,0
1153,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-01-01-01-02-24.wav,03-01-01-01-01-02-24,RAVDESS_1153,03,01,01,neutral,01,normal,01,02,24,F,0,3.6369614512471657,,0,0,0,1
1154,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-03-02-01-01-24.wav,03-01-03-02-01-01-24,RAVDESS_1154,03,01,03,happy,02,strong,01,01,24,F,0,4.004036281179138,,0,1,0,0
1158,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-05-02-02-01-24.wav,03-01-05-02-02-01-24,RAVDESS_1158,03,01,05,angry,02,strong,02,01,24,F,0,4.170839002267574,,1,0,0,0
1165,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-04-01-01-02-24.wav,03-01-04-01-01-02-24,RAVDESS_1165,03,01,04,sad,01,normal,01,02,24,F,0,3.970657596371882,,0,0,1,0
1166,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-03-01-01-02-24.wav,03-01-03-01-01-02-24,RAVDESS_1166,03,01,03,happy,01,normal,01,02,24,F,0,3.9039002267573695,,0,1,0,0
1168,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-05-02-02-02-24.wav,03-01-05-02-02-02-24,RAVDESS_1168,03,01,05,angry,02,strong,02,02,24,F,0,5.105124716553288,,1,0,0,0
1169,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-04-01-02-02-24.wav,03-01-04-01-02-02-24,RAVDESS_1169,03,01,04,sad,01,normal,02,02,24,F,0,3.83718820861678,,0,0,1,0
1170,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-01-01-02-01-24.wav,03-01-01-01-02-01-24,RAVDESS_1170,03,01,01,neutral,01,normal,02,01,24,F,0,3.6370068027210882,,0,0,0,1
1171,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-04-01-01-01-24.wav,03-01-04-01-01-01-24,RAVDESS_1171,03,01,04,sad,01,normal,01,01,24,F,0,4.104126984126984,,0,0,1,0
1173,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-05-01-02-02-24.wav,03-01-05-01-02-02-24,RAVDESS_1173,03,01,05,angry,01,normal,02,02,24,F,0,4.20421768707483,,1,0,0,0
1174,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-04-02-01-02-24.wav,03-01-04-02-01-02-24,RAVDESS_1174,03,01,04,sad,02,strong,01,02,24,F,0,4.571292517006802,,0,0,1,0
1179,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-01-01-02-02-24.wav,03-01-01-01-02-02-24,RAVDESS_1179,03,01,01,neutral,01,normal,02,02,24,F,0,3.603628117913832,,0,0,0,1
1180,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-05-02-01-02-24.wav,03-01-05-02-01-02-24,RAVDESS_1180,03,01,05,angry,02,strong,01,02,24,F,0,4.3710657596371885,,1,0,0,0
1181,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-04-02-02-02-24.wav,03-01-04-02-02-02-24,RAVDESS_1181,03,01,04,sad,02,strong,02,02,24,F,0,4.671337868480726,,0,0,1,0
1182,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-03-01-02-02-24.wav,03-01-03-01-02-02-24,RAVDESS_1182,03,01,03,happy,01,normal,02,02,24,F,0,3.737097505668934,,0,1,0,0
1183,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-05-01-01-01-24.wav,03-01-05-01-01-01-24,RAVDESS_1183,03,01,05,angry,01,normal,01,01,24,F,0,4.104126984126984,,1,0,0,0
1184,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-03-01-01-01-24.wav,03-01-03-01-01-01-24,RAVDESS_1184,03,01,03,happy,01,normal,01,01,24,F,0,3.603628117913832,,0,1,0,0
1186,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-03-02-02-02-24.wav,03-01-03-02-02-02-24,RAVDESS_1186,03,01,03,happy,02,strong,02,02,24,F,0,3.8705668934240363,,0,1,0,0
1187,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-03-02-01-02-24.wav,03-01-03-02-01-02-24,RAVDESS_1187,03,01,03,happy,02,strong,01,02,24,F,0,3.7704761904761903,,0,1,0,0
1191,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-03-01-02-01-24.wav,03-01-03-01-02-01-24,RAVDESS_1191,03,01,03,happy,01,normal,02,01,24,F,0,3.5035374149659866,,0,1,0,0
1192,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-03-02-02-01-24.wav,03-01-03-02-02-01-24,RAVDESS_1192,03,01,03,happy,02,strong,02,01,24,F,0,3.8705668934240363,,0,1,0,0
1195,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-05-01-02-01-24.wav,03-01-05-01-02-01-24,RAVDESS_1195,03,01,05,angry,01,normal,02,01,24,F,0,3.670340136054422,,1,0,0,0
1199,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_24/03-01-04-01-02-01-24.wav,03-01-04-01-02-01-24,RAVDESS_1199,03,01,04,sad,01,normal,02,01,24,F,0,3.5369160997732427,,0,0,1,0
1201,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-02-03.wav,03-01-05-01-02-02-03,RAVDESS_1201,03,01,05,angry,01,normal,02,02,03,M,0,3.83718820861678,,1,0,0,0
1204,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-01-03.wav,03-01-04-01-01-01-03,RAVDESS_1204,03,01,04,sad,01,normal,01,01,03,M,0,3.603628117913832,,0,0,1,0
1206,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-02-03.wav,03-01-05-02-01-02-03,RAVDESS_1206,03,01,05,angry,02,strong,01,02,03,M,0,4.404444444444445,,1,0,0,0
1208,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-01-03.wav,03-01-03-02-02-01-03,RAVDESS_1208,03,01,03,happy,02,strong,02,01,03,M,0,4.1374603174603175,,0,1,0,0
1209,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-02-03.wav,03-01-04-02-02-02-03,RAVDESS_1209,03,01,04,sad,02,strong,02,02,03,M,0,3.703718820861678,,0,0,1,0
1210,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-01-03.wav,03-01-03-01-01-01-03,RAVDESS_1210,03,01,03,happy,01,normal,01,01,03,M,0,3.7704308390022674,,0,1,0,0
1211,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-02-03.wav,03-01-03-01-02-02-03,RAVDESS_1211,03,01,03,happy,01,normal,02,02,03,M,0,3.5035374149659866,,0,1,0,0
1212,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-02-03.wav,03-01-01-01-01-02-03,RAVDESS_1212,03,01,01,neutral,01,normal,01,02,03,M,0,3.5035374149659866,,0,0,0,1
1213,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-02-03.wav,03-01-05-01-01-02-03,RAVDESS_1213,03,01,05,angry,01,normal,01,02,03,M,0,4.070748299319728,,1,0,0,0
1214,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-02-03.wav,03-01-01-01-02-02-03,RAVDESS_1214,03,01,01,neutral,01,normal,02,02,03,M,0,3.47015873015873,,0,0,0,1
1215,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-01-03.wav,03-01-05-02-02-01-03,RAVDESS_1215,03,01,05,angry,02,strong,02,01,03,M,0,4.237596371882086,,1,0,0,0
1216,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-01-03.wav,03-01-04-02-02-01-03,RAVDESS_1216,03,01,04,sad,02,strong,02,01,03,M,0,3.47015873015873,,0,0,1,0
1220,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-01-03.wav,03-01-05-01-01-01-03,RAVDESS_1220,03,01,05,angry,01,normal,01,01,03,M,0,4.004036281179138,,1,0,0,0
1222,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-01-03.wav,03-01-01-01-01-01-03,RAVDESS_1222,03,01,01,neutral,01,normal,01,01,03,M,0,3.436780045351474,,0,0,0,1
1225,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-01-03.wav,03-01-03-01-02-01-03,RAVDESS_1225,03,01,03,happy,01,normal,02,01,03,M,0,3.5035374149659866,,0,1,0,0
1227,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-02-03.wav,03-01-04-02-01-02-03,RAVDESS_1227,03,01,04,sad,02,strong,01,02,03,M,0,3.83718820861678,,0,0,1,0
1230,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-01-03.wav,03-01-04-02-01-01-03,RAVDESS_1230,03,01,04,sad,02,strong,01,01,03,M,0,3.7704761904761903,,0,0,1,0
1234,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-02-03.wav,03-01-03-02-02-02-03,RAVDESS_1234,03,01,03,happy,02,strong,02,02,03,M,0,3.83718820861678,,0,1,0,0
1241,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-01-03.wav,03-01-03-02-01-01-03,RAVDESS_1241,03,01,03,happy,02,strong,01,01,03,M,0,4.304353741496598,,0,1,0,0
1242,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-01-03.wav,03-01-05-02-01-01-03,RAVDESS_1242,03,01,05,angry,02,strong,01,01,03,M,0,4.404399092970522,,1,0,0,0
1245,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-02-03.wav,03-01-04-01-02-02-03,RAVDESS_1245,03,01,04,sad,01,normal,02,02,03,M,0,3.5369160997732427,,0,0,1,0
1246,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-02-03.wav,03-01-04-01-01-02-03,RAVDESS_1246,03,01,04,sad,01,normal,01,02,03,M,0,3.570249433106576,,0,0,1,0
1250,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-02-03.wav,03-01-03-01-01-02-03,RAVDESS_1250,03,01,03,happy,01,normal,01,02,03,M,0,3.603628117913832,,0,1,0,0
1252,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-01-03.wav,03-01-01-01-02-01-03,RAVDESS_1252,03,01,01,neutral,01,normal,02,01,03,M,0,3.5035374149659866,,0,0,0,1
1254,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-02-03.wav,03-01-05-02-02-02-03,RAVDESS_1254,03,01,05,angry,02,strong,02,02,03,M,0,4.50453514739229,,1,0,0,0
1256,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-02-03.wav,03-01-03-02-01-02-03,RAVDESS_1256,03,01,03,happy,02,strong,01,02,03,M,0,4.404399092970522,,0,1,0,0
1257,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-01-03.wav,03-01-05-01-02-01-03,RAVDESS_1257,03,01,05,angry,01,normal,02,01,03,M,0,3.803854875283447,,1,0,0,0
1258,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-01-03.wav,03-01-04-01-02-01-03,RAVDESS_1258,03,01,04,sad,01,normal,02,01,03,M,0,3.570249433106576,,0,0,1,0
1261,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-02-02-12.wav,03-01-01-01-02-02-12,RAVDESS_1261,03,01,01,neutral,01,normal,02,02,12,F,0,3.6370068027210882,,0,0,0,1
1264,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-01-02-12.wav,03-01-01-01-01-02-12,RAVDESS_1264,03,01,01,neutral,01,normal,01,02,12,F,0,3.5369160997732427,,0,0,0,1
1265,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-03-01-01-01-12.wav,03-01-03-01-01-01-12,RAVDESS_1265,03,01,03,happy,01,normal,01,01,12,F,0,3.703718820861678,,0,1,0,0
1267,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-02-01-12.wav,03-01-03-02-02-01-12,RAVDESS_1267,03,01,03,happy,02,strong,02,01,12,F,0,3.9039455782312924,,0,1,0,0
1269,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-02-02-12.wav,03-01-04-01-02-02-12,RAVDESS_1269,03,01,04,sad,01,normal,02,02,12,F,0,3.570249433106576,,0,0,1,0
1270,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-01-02-12.wav,03-01-05-02-01-02-12,RAVDESS_1270,03,01,05,angry,02,strong,01,02,12,F,0,3.670340136054422,,1,0,0,0
1271,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-03-01-02-01-12.wav,03-01-03-01-02-01-12,RAVDESS_1271,03,01,03,happy,01,normal,02,01,12,F,0,3.5035374149659866,,0,1,0,0
1273,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-01-01-12.wav,03-01-03-02-01-01-12,RAVDESS_1273,03,01,03,happy,02,strong,01,01,12,F,0,4.20421768707483,,0,1,0,0
1274,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-02-01-12.wav,03-01-04-01-02-01-12,RAVDESS_1274,03,01,04,sad,01,normal,02,01,12,F,0,3.670340136054422,,0,0,1,0
